2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
2016/06/09 19:36:07:387  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百四十七章 玉门合德
, count = 350
2016/06/09 19:36:07:387  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百四十八章 神炎诛魂
2016/06/09 19:36:07:387  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1194809
2016/06/09 19:36:07:387  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百四十七章 玉门合德 word count:3483 match number:351
2016/06/09 19:36:07:387  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百四十八章 神炎诛魂
2016/06/09 19:36:07:388  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百四十八章 神炎诛魂
, count = 351
2016/06/09 19:36:07:389  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百四十九章 破空鬼咒
2016/06/09 19:36:07:389  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1198452
2016/06/09 19:36:07:389  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百四十八章 神炎诛魂 word count:3643 match number:352
2016/06/09 19:36:07:389  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百四十九章 破空鬼咒
2016/06/09 19:36:07:389  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百四十九章 破空鬼咒
, count = 352
2016/06/09 19:36:07:390  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十章 两败俱伤
2016/06/09 19:36:07:390  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1201694
2016/06/09 19:36:07:391  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百四十九章 破空鬼咒 word count:3242 match number:353
2016/06/09 19:36:07:391  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十章 两败俱伤
2016/06/09 19:36:07:391  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十章 两败俱伤
, count = 353
2016/06/09 19:36:07:392  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十一章 不速之客
2016/06/09 19:36:07:392  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1205116
2016/06/09 19:36:07:392  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十章 两败俱伤 word count:3422 match number:354
2016/06/09 19:36:07:392  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十一章 不速之客
2016/06/09 19:36:07:392  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十一章 不速之客
, count = 354
2016/06/09 19:36:07:393  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十二章 登门求援
2016/06/09 19:36:07:393  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1208387
2016/06/09 19:36:07:393  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十一章 不速之客 word count:3271 match number:355
2016/06/09 19:36:07:393  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十二章 登门求援
2016/06/09 19:36:07:394  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十二章 登门求援
, count = 355
2016/06/09 19:36:07:394  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十三章 山巅冰洞
2016/06/09 19:36:07:394  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1211758
2016/06/09 19:36:07:395  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十二章 登门求援 word count:3371 match number:356
2016/06/09 19:36:07:395  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十三章 山巅冰洞
2016/06/09 19:36:07:395  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十三章 山巅冰洞
, count = 356
2016/06/09 19:36:07:396  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十四章 寒冰甬道
2016/06/09 19:36:07:396  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1214919
2016/06/09 19:36:07:396  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十三章 山巅冰洞 word count:3161 match number:357
2016/06/09 19:36:07:396  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十四章 寒冰甬道
2016/06/09 19:36:07:397  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十四章 寒冰甬道
, count = 357
2016/06/09 19:36:07:397  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十五章 地心仙府
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1218155
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十四章 寒冰甬道 word count:3236 match number:358
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十五章 地心仙府
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十五章 地心仙府
, count = 358
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十六章 玄金水母
2016/06/09 19:36:07:398  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1221388
2016/06/09 19:36:07:399  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十五章 地心仙府 word count:3233 match number:359
2016/06/09 19:36:07:399  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十六章 玄金水母
2016/06/09 19:36:07:400  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十六章 玄金水母
, count = 359
2016/06/09 19:36:07:401  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十七章 炫阳青城
2016/06/09 19:36:07:401  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1224778
2016/06/09 19:36:07:401  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十六章 玄金水母 word count:3390 match number:360
2016/06/09 19:36:07:402  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十七章 炫阳青城
2016/06/09 19:36:07:402  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十七章 炫阳青城
, count = 360
2016/06/09 19:36:07:402  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十八章 融合仙魂
2016/06/09 19:36:07:402  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1228058
2016/06/09 19:36:07:403  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十七章 炫阳青城 word count:3280 match number:361
2016/06/09 19:36:07:403  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十八章 融合仙魂
2016/06/09 19:36:07:403  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十八章 融合仙魂
, count = 361
2016/06/09 19:36:07:404  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十九章 玄阴蒲团
2016/06/09 19:36:07:404  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1231381
2016/06/09 19:36:07:404  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十八章 融合仙魂 word count:3323 match number:362
2016/06/09 19:36:07:405  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百五十九章 玄阴蒲团
2016/06/09 19:36:07:405  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百五十九章 玄阴蒲团
, count = 362
2016/06/09 19:36:07:405  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十章 真水炼体
2016/06/09 19:36:07:406  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1234649
2016/06/09 19:36:07:406  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百五十九章 玄阴蒲团 word count:3268 match number:363
2016/06/09 19:36:07:406  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十章 真水炼体
2016/06/09 19:36:07:407  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十章 真水炼体
, count = 363
2016/06/09 19:36:07:407  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十一章 撤离雪渊
2016/06/09 19:36:07:407  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1237996
2016/06/09 19:36:07:407  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十章 真水炼体 word count:3347 match number:364
2016/06/09 19:36:07:407  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十一章 撤离雪渊
2016/06/09 19:36:07:408  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十一章 撤离雪渊
, count = 364
2016/06/09 19:36:07:408  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十二章 围攻玉门
2016/06/09 19:36:07:408  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1241285
2016/06/09 19:36:07:408  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十一章 撤离雪渊 word count:3289 match number:365
2016/06/09 19:36:07:409  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十二章 围攻玉门
2016/06/09 19:36:07:409  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十二章 围攻玉门
, count = 365
2016/06/09 19:36:07:410  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十三章 天鬼秘符
2016/06/09 19:36:07:410  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1244711
2016/06/09 19:36:07:410  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十二章 围攻玉门 word count:3426 match number:366
2016/06/09 19:36:07:411  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十三章 天鬼秘符
2016/06/09 19:36:07:411  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十三章 天鬼秘符
, count = 366
2016/06/09 19:36:07:411  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十四章 直面天鬼
2016/06/09 19:36:07:411  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1248075
2016/06/09 19:36:07:411  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十三章 天鬼秘符 word count:3364 match number:367
2016/06/09 19:36:07:412  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十四章 直面天鬼
2016/06/09 19:36:07:412  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十四章 直面天鬼
, count = 367
2016/06/09 19:36:07:412  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十五章 墨火诛鬼
2016/06/09 19:36:07:412  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1251359
2016/06/09 19:36:07:413  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十四章 直面天鬼 word count:3284 match number:368
2016/06/09 19:36:07:413  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十五章 墨火诛鬼
2016/06/09 19:36:07:414  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十五章 墨火诛鬼
, count = 368
2016/06/09 19:36:07:414  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十六章 燕丹夜召
2016/06/09 19:36:07:414  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1254829
2016/06/09 19:36:07:415  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十五章 墨火诛鬼 word count:3470 match number:369
2016/06/09 19:36:07:415  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十六章 燕丹夜召
2016/06/09 19:36:07:415  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十六章 燕丹夜召
, count = 369
2016/06/09 19:36:07:415  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十七章 深夜密语
2016/06/09 19:36:07:415  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1257964
2016/06/09 19:36:07:416  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十六章 燕丹夜召 word count:3135 match number:370
2016/06/09 19:36:07:416  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十七章 深夜密语
2016/06/09 19:36:07:417  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十七章 深夜密语
, count = 370
2016/06/09 19:36:07:417  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十八章 青杖仙翁
2016/06/09 19:36:07:418  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1261413
2016/06/09 19:36:07:418  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十七章 深夜密语 word count:3449 match number:371
2016/06/09 19:36:07:418  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十八章 青杖仙翁
2016/06/09 19:36:07:419  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第三百六十八章 青杖仙翁
, count = 371
2016/06/09 19:36:07:419  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十九章 仙门之争
2016/06/09 19:36:07:419  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 1264733
2016/06/09 19:36:07:420  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第三百六十八章 青杖仙翁 word count:3320 match number:372
2016/06/09 19:36:07:420  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第三百六十九章 仙门之争
